SalesID,OrderID,OrderDate,ProductID,CustomerID,RegionID,ShipMode,Quantity,Discount,SalesAmount,Profit,LocationID,FeedbackProvided
107514,AZ-2013-7626927,2013-06-08,577,658,3,Economy,12,,602.0,114.0,1497,True
112731,BN-2014-3227902,2014-08-27,1800,413,3,Economy,7,0.1,154.0,22.0,1320,False
109190,AZ-2014-1499701,2014-09-25,991,216,3,Economy,5,,42.0,12.0,1264,True
105794,BN-2012-1349610,2012-05-31,243,551,3,Economy Plus,4,0.9,555.0,-1925.0,1263,False
106444,AZ-2011-5511380,2011-11-01,312,498,3,Economy,5,,161.0,80.0,1582,True
105830,AZ-2013-6514134,2013-07-24,253,223,1,Economy,5,,275.0,96.0,1174,False
106930,AZ-2014-4898591,2014-08-13,434,700,3,Immediate,3,,34.0,9.0,1570,False
111488,BN-2014-2653916,2014-12-12,1586,184,2,Economy Plus,3,0.1,29.0,-3.0,1395,True
106182,AZ-2014-8132045,2014-12-06,288,391,3,Economy Plus,5,,133.0,5.0,1027,True
107675,AZ-2014-6229450,2014-03-20,604,134,3,Priority,3,0.1,132.0,-10.0,1338,False
108664,AZ-2012-1411846,2012-12-12,850,578,3,Priority,3,,28.0,,1793,True
106293,AZ-2011-9153342,2011-06-22,298,178,3,Economy Plus,6,,322.0,80.0,1240,True
109309,AZ-2012-4743225,2012-12-25,1015,153,2,Priority,4,,488.0,112.0,1688,False
107806,AZ-2014-6530154,2014-11-19,640,756,3,Economy,2,,94.0,27.0,1413,True
108988,AZ-2014-7437787,2014-06-11,955,145,2,Economy,1,,173.0,86.0,1626,True
106454,AZ-2013-3127336,2013-11-22,313,649,3,Economy,2,,28.0,1.0,1135,False
106165,AZ-2013-7982799,2013-07-17,286,237,2,Priority,7,,191.0,32.0,1149,True
111037,AZ-2014-663950,2014-12-25,1499,150,1,Economy,4,,101.0,16.0,1041,False
106456,BN-2014-4627406,2014-08-25,314,90,3,Priority,2,,29.0,10.0,1897,True
109752,BN-2013-6699352,2013-09-12,1168,662,1,Economy,3,0.5,109.0,-18.0,1018,True
109716,AZ-2012-7003401,2012-11-02,1157,398,3,Economy,3,,140.0,60.0,1336,False
110501,BN-2012-7268418,2012-03-13,1367,674,3,Priority,2,0.1,255.0,20.0,1261,False
110878,AZ-2014-6013408,2014-06-20,1452,437,1,Economy Plus,2,,339.0,61.0,1682,False
108607,AZ-2011-9620626,2011-10-12,834,198,2,Immediate,5,,44.0,14.0,1149,False
110099,AZ-2012-73919,2012-08-30,1263,46,1,Immediate,4,,25.0,12.0,1978,False
106203,AZ-2014-1181661,2014-03-27,290,77,3,Economy Plus,3,,36.0,15.0,1024,False
109818,BN-2011-3143758,2011-06-27,1187,619,2,Economy,5,0.4,520.0,-96.0,1574,False
107983,AZ-2014-3937200,2014-11-20,692,467,2,Economy Plus,4,0.1,292.0,13.0,1606,False
112306,BN-2013-7934159,2013-06-14,1733,792,3,Economy,3,0.1,362.0,-4.0,1007,True
109653,AZ-2013-2259451,2013-12-27,1139,317,3,Economy,3,,85.0,38.0,1672,True
107597,AZ-2014-129299,2014-08-20,590,730,2,Immediate,6,,689.0,96.0,1788,True
107716,AZ-2014-6526295,2014-06-09,613,652,2,Economy,1,0.1,43.0,11.0,1149,True
109282,AZ-2013-3021491,2013-09-20,1007,530,3,Immediate,2,0.1,222.0,69.0,1790,False
106229,AZ-2011-7543304,2011-06-22,293,615,3,Economy,2,,30.0,11.0,1281,True
104980,AZ-2014-2767190,2014-08-02,42,484,2,Economy Plus,6,,66.0,13.0,1898,True
104715,AZ-2011-4452827,2011-11-13,1,706,3,Economy,3,,89.0,15.0,1780,False
106166,BN-2012-8981515,2012-03-07,286,54,3,Economy,2,0.5,27.0,-18.0,1745,True
108373,AZ-2013-3946948,2013-01-27,762,719,2,Economy,4,,164.0,64.0,1531,False
111257,AZ-2012-1810265,2012-08-17,1533,237,3,Economy,3,,87.0,10.0,1280,False
108243,AZ-2014-7256409,2014-04-03,726,760,3,Economy,2,,113.0,28.0,1025,False
108884,AZ-2012-517660,2012-11-19,918,76,3,Economy,5,,56.0,25.0,1100,False
108090,AZ-2014-8438862,2014-08-20,709,248,3,Economy,6,0.5,412.0,-412.0,1787,False
105553,AZ-2012-3486509,2012-09-29,170,665,3,Economy Plus,7,0.5,171.0,-130.0,1505,True
104729,AZ-2013-9667532,2013-08-27,2,207,1,Economy,2,0.1,57.0,20.0,1168,True
110827,AZ-2014-7786801,2014-09-02,1435,787,3,Economy,7,0.1,2452.0,191.0,1057,False
107031,AZ-2012-3833359,2012-05-01,444,551,3,Economy Plus,2,,100.0,28.0,1767,False
111127,AZ-2011-7783675,2011-12-22,1521,475,2,Economy Plus,3,,155.0,57.0,1021,False
111631,AZ-2013-6873105,2013-11-25,1609,631,3,Economy Plus,10,0.1,1786.0,139.0,1793,True
104723,AZ-2014-7956998,2014-10-06,1,762,3,Economy,2,,59.0,10.0,1541,True
106586,AZ-2013-9649532,2013-09-04,345,177,3,Economy,2,0.2,325.0,-4.0,1391,False
109763,AZ-2014-2194395,2014-06-19,1171,736,2,Economy,8,,801.0,144.0,1811,False
106995,BN-2014-2557638,2014-05-26,442,294,2,Economy Plus,3,,148.0,59.0,1434,False
105754,AZ-2013-9065398,2013-08-28,226,537,3,Economy,3,,345.0,,1146,True
107846,AZ-2014-8498328,2014-06-11,653,349,1,Priority,3,0.1,226.0,58.0,1168,False
110784,AZ-2014-7427594,2014-06-27,1423,376,1,Priority,3,,1314.0,342.0,1994,False
108381,AZ-2012-1214247,2012-09-27,766,105,1,Priority,3,,89.0,1.0,1526,False
109792,AZ-2012-771628,2012-08-28,1181,341,2,Economy,2,,492.0,187.0,1055,True
108446,BN-2014-2450854,2014-05-09,783,542,1,Economy,7,0.5,59.0,-46.0,1200,False
105054,AZ-2011-7849219,2011-07-20,66,41,1,Immediate,4,,178.0,52.0,1475,False
104836,AZ-2012-5894854,2012-07-13,14,746,1,Economy Plus,6,,316.0,76.0,1682,True
111599,BN-2011-4029264,2011-09-15,1604,228,3,Economy,4,0.1,60.0,-3.0,1851,True
110273,AZ-2014-2661434,2014-07-07,1309,568,1,Economy,2,0.5,17.0,-3.0,1503,True
105805,AZ-2013-267160,2013-05-30,251,82,3,Priority,5,,269.0,21.0,1399,False
110411,AZ-2012-1651078,2012-08-18,1349,632,2,Priority,2,0.1,559.0,118.0,1728,False
106087,AZ-2014-1474181,2014-05-14,277,409,1,Economy Plus,3,0.1,142.0,14.0,1168,False
110771,BN-2014-2557638,2014-05-26,1418,294,2,Economy Plus,12,0.6,287.0,-280.0,1434,False
106032,AZ-2014-7955306,2014-12-01,272,542,3,Economy,3,,147.0,73.0,1715,True
105337,BN-2013-3350047,2013-10-11,142,40,3,Economy,2,0.2,113.0,39.0,1766,False
106134,BN-2011-8153992,2011-10-28,282,179,3,Economy,2,0.1,36.0,13.0,1320,False
108806,AZ-2012-7930986,2012-06-28,896,157,1,Economy,2,0.1,823.0,247.0,1168,True
112676,AZ-2013-7322131,2013-11-06,1785,37,3,Economy,2,,16.0,,1956,False
107246,BN-2012-2362845,2012-07-03,504,713,3,Priority,7,0.1,907.0,-30.0,1747,True
108500,AZ-2014-2071548,2014-07-14,799,295,2,Priority,4,,171.0,20.0,1149,True
111470,BN-2013-4285479,2013-06-17,1579,452,2,Economy,5,,598.0,299.0,1636,True
112592,BN-2014-5307129,2014-08-18,1775,604,3,Economy,4,0.5,27.0,-6.0,1538,True
109829,AZ-2011-9167855,2011-08-23,1189,481,1,Economy,2,0.1,149.0,36.0,1168,True
106125,AZ-2014-6249694,2014-01-17,282,534,3,Economy,4,,79.0,33.0,1855,False
106813,AZ-2014-1067698,2014-11-27,407,384,3,Priority,2,0.5,264.0,-132.0,1195,True
107573,BN-2014-2113216,2014-12-05,585,65,3,Economy Plus,3,0.5,26.0,-25.0,1288,True
105604,AZ-2013-4982500,2013-11-15,182,105,3,Priority,3,,13.0,,1939,True
112204,BN-2014-9900559,2014-08-12,1716,787,3,Economy,4,,50.0,15.0,1130,True
111863,AZ-2013-3797817,2013-02-21,1642,656,2,Economy Plus,2,,47.0,16.0,1531,False
111437,AZ-2013-244740,2013-07-22,1572,285,3,Economy,6,,1772.0,,1443,False
108061,AZ-2012-6372701,2012-06-27,707,278,3,Economy,2,0.1,247.0,82.0,1650,False
112639,AZ-2013-7588631,2013-09-24,1780,631,3,Economy,4,,16.0,2.0,1266,True
109563,AZ-2013-9381162,2013-08-21,1106,187,3,Economy Plus,3,,46.0,14.0,1091,True
104911,BN-2012-285450,2012-01-27,22,78,3,Economy,2,,18.0,4.0,1408,False
109378,AZ-2012-2742520,2012-11-01,1039,210,3,Economy,6,,120.0,30.0,1121,False
111174,AZ-2011-8129966,2011-12-26,1526,347,3,Economy,2,,38.0,14.0,1217,False
105130,AZ-2013-9549607,2013-06-25,83,591,3,Economy,4,,439.0,140.0,1077,True
112741,AZ-2011-5582578,2011-09-29,1804,702,2,Economy,1,,31.0,,1959,False
106641,AZ-2013-3620842,2013-08-01,360,632,3,Economy Plus,2,0.2,644.0,167.0,1545,True
112143,AZ-2014-5722842,2014-06-11,1705,562,2,Economy,4,,46.0,20.0,1043,False
109408,BN-2014-3084273,2014-08-07,1055,648,2,Economy,3,,1709.0,564.0,1438,True
105147,AZ-2011-2369759,2011-08-18,88,127,1,Economy Plus,2,0.1,25.0,10.0,1168,False
111323,BN-2014-3085945,2014-02-26,1540,787,3,Economy Plus,2,0.5,47.0,-3.0,1869,False
107754,AZ-2011-2118516,2011-06-07,620,316,1,Economy,2,,53.0,22.0,1746,False
110385,AZ-2013-6541057,2013-07-26,1339,627,1,Economy Plus,4,,202.0,28.0,1405,False
111224,BN-2011-1148567,2011-11-28,1531,432,3,Economy Plus,9,0.5,122.0,,1455,False
111289,AZ-2012-5907386,2012-08-29,1536,148,3,Economy,3,,37.0,10.0,1723,False
111293,AZ-2012-4114446,2012-06-25,1536,86,1,Economy,2,0.1,22.0,4.0,1168,True
107334,AZ-2012-9269920,2012-06-19,528,309,3,Economy,3,,142.0,45.0,1238,False
107385,AZ-2014-8203998,2014-06-12,543,206,3,Economy,3,,152.0,23.0,1036,True
105823,AZ-2014-4764451,2014-06-26,252,418,3,Economy Plus,7,,378.0,128.0,1129,False
110377,AZ-2014-2317283,2014-10-14,1337,406,2,Economy,2,0.4,146.0,-83.0,1574,True
112581,AZ-2012-2744098,2012-11-10,1773,748,3,Economy,5,,73.0,3.0,1389,True
109063,AZ-2012-532125,2012-12-27,977,30,3,Economy Plus,8,,246.0,69.0,1367,True
109254,AZ-2013-1741876,2013-12-03,999,761,2,Priority,4,,575.0,17.0,1484,True
110050,BN-2014-4616231,2014-08-01,1248,120,1,Immediate,7,0.5,29.0,-18.0,1875,False
111436,BN-2012-716723,2012-05-24,1571,153,3,Economy,3,0.2,758.0,-62.0,1122,True
105910,AZ-2011-5466756,2011-08-01,260,553,3,Economy Plus,2,,53.0,15.0,1067,True
107566,AZ-2011-4802639,2011-11-09,584,786,1,Economy,3,,51.0,9.0,1801,False
107177,AZ-2011-3004709,2011-09-19,476,409,3,Economy,2,0.2,1108.0,326.0,1919,False
105319,AZ-2012-3505985,2012-07-18,139,516,3,Economy,5,0.1,330.0,15.0,1320,True
107582,AZ-2012-3985988,2012-06-25,586,64,2,Economy,3,0.4,31.0,4.0,1796,False
105595,AZ-2014-9593137,2014-08-29,181,395,3,Priority,3,,18.0,6.0,1719,False
105934,AZ-2011-2948812,2011-06-06,262,610,3,Priority,8,,237.0,83.0,1676,False
107398,AZ-2013-4909261,2013-12-14,546,129,3,Economy,3,0.5,33.0,-31.0,1263,True
112179,BN-2012-7258485,2012-05-30,1712,768,3,Priority,5,0.5,25.0,-6.0,1713,False
111950,AZ-2014-4158813,2014-12-13,1651,122,3,Economy,7,,311.0,102.0,1260,True
112686,AZ-2012-6372701,2012-06-27,1786,278,3,Economy,4,,26.0,7.0,1650,False
109868,AZ-2013-425562,2013-08-13,1199,125,3,Economy,2,0.5,143.0,-129.0,1787,False
110617,BN-2013-5809752,2013-01-11,1379,499,1,Economy,3,0.1,168.0,-4.0,1168,True
110095,AZ-2013-8046606,2013-09-16,1263,323,3,Economy,9,,56.0,26.0,1256,False
111547,BN-2012-282607,2012-08-04,1596,377,3,Economy,4,0.1,462.0,-46.0,1650,False
109900,BN-2011-307477,2011-02-16,1209,356,3,Economy Plus,2,0.2,284.0,43.0,1207,False
106601,AZ-2014-3367172,2014-12-19,348,304,1,Immediate,5,,1600.0,720.0,1493,False
111034,AZ-2014-8671792,2014-10-20,1498,581,3,Economy,5,,140.0,68.0,1571,True
106421,AZ-2012-764953,2012-03-22,310,601,3,Immediate,8,,242.0,39.0,1666,True
105873,BN-2012-2480947,2012-10-01,257,627,2,Economy,4,,81.0,27.0,1530,False
109543,AZ-2012-8282656,2012-11-21,1101,713,3,Economy Plus,7,0.2,1594.0,-225.0,1176,True
110222,AZ-2012-8353362,2012-12-20,1294,727,2,Economy,3,0.6,212.0,-265.0,1556,False
111036,AZ-2014-2860692,2014-02-14,1498,655,2,Economy,2,,56.0,27.0,1513,False
110931,AZ-2012-8819621,2012-07-11,1466,591,1,Priority,2,0.1,246.0,66.0,1168,True
107377,AZ-2011-144325,2011-12-07,540,777,3,Economy,3,,156.0,34.0,1582,True
109861,BN-2011-1490641,2011-07-27,1198,743,2,Priority,2,0.4,173.0,-69.0,1836,False
110103,AZ-2014-9634517,2014-04-23,1266,91,2,Economy,2,,22.0,11.0,1418,True
109126,AZ-2013-9398521,2013-08-05,984,444,3,Economy,7,,108.0,30.0,1333,False
110639,BN-2012-3975378,2012-06-12,1381,32,2,Economy,1,0.4,37.0,-6.0,1209,False
106637,AZ-2013-4109586,2013-12-11,358,254,2,Economy,1,,378.0,34.0,1544,True
111173,AZ-2011-5263190,2011-08-31,1526,753,3,Economy,6,,114.0,41.0,1260,True
106631,AZ-2013-2543728,2013-02-06,358,383,3,Economy Plus,3,0.2,965.0,-68.0,1176,True
107485,AZ-2013-3020198,2013-03-13,571,594,3,Economy,7,,72.0,21.0,1956,False
107180,AZ-2011-4987681,2011-02-02,477,151,2,Economy Plus,1,0.1,587.0,104.0,1837,True
109233,AZ-2012-7207292,2012-11-22,995,177,1,Economy,5,,46.0,20.0,1794,False
105619,AZ-2013-4330374,2013-06-26,184,362,2,Economy,3,,19.0,1.0,1021,False
106161,AZ-2014-9092874,2014-03-19,285,524,3,Economy,2,,51.0,14.0,1868,True
112264,AZ-2012-2100184,2012-07-30,1726,148,3,Economy,3,,147.0,66.0,1245,True
107721,AZ-2012-3542766,2012-12-04,614,672,3,Economy,7,0.1,296.0,95.0,1176,False
106936,AZ-2012-910518,2012-06-20,434,369,3,Economy,3,,34.0,9.0,1176,True
110769,AZ-2013-7453439,2013-12-04,1417,300,3,Economy,2,,115.0,6.0,1956,True
111286,AZ-2014-6629970,2014-10-10,1536,313,3,Economy,2,,25.0,7.0,1080,False
111707,AZ-2011-2571428,2011-09-27,1623,135,3,Economy,3,0.2,115.0,37.0,1320,False
106499,AZ-2014-1586750,2014-09-11,318,162,1,Economy Plus,5,,244.0,71.0,1371,False
106280,AZ-2013-1146430,2013-06-15,297,197,1,Economy,4,0.1,178.0,45.0,1168,True
108561,AZ-2013-3483098,2013-06-13,821,217,1,Economy,4,,278.0,58.0,1656,False
112293,AZ-2014-9044600,2014-03-28,1732,237,3,Economy,7,0.1,845.0,84.0,1116,False
110580,BN-2012-7331747,2012-11-02,1376,223,3,Economy,3,0.5,316.0,-158.0,1781,False
107135,BN-2012-7203367,2012-02-04,465,226,2,Economy Plus,1,0.4,54.0,-5.0,1566,False
109612,AZ-2014-4825277,2014-01-03,1122,116,2,Immediate,1,,30.0,15.0,1544,True
111683,AZ-2014-1127335,2014-10-20,1620,259,3,Priority,9,0.1,396.0,88.0,1336,False
108979,AZ-2014-9284245,2014-01-29,952,195,3,Economy,4,0.2,829.0,19.0,1050,True
107371,AZ-2013-2534161,2013-08-27,538,614,3,Economy,4,,64.0,32.0,1641,True
108457,BN-2011-7314925,2011-10-13,788,115,3,Immediate,3,0.5,36.0,-10.0,1295,False
107378,AZ-2011-4802355,2011-08-09,541,673,2,Economy,4,,208.0,,1839,True
110641,AZ-2013-6623035,2013-01-07,1381,363,1,Economy Plus,4,,247.0,74.0,1629,False
107172,AZ-2013-5900353,2013-05-27,475,109,3,Economy,7,,1063.0,266.0,1090,False
112217,AZ-2013-3797817,2013-02-21,1718,656,2,Economy Plus,4,,54.0,17.0,1531,False
109458,AZ-2013-7462248,2013-11-18,1069,459,2,Priority,5,,76.0,2.0,1872,True
108516,AZ-2013-1414174,2013-09-03,807,736,3,Economy Plus,7,0.1,3156.0,35.0,1241,False
109046,AZ-2011-4764378,2011-08-06,974,687,3,Economy,8,,239.0,96.0,1575,False
108323,BN-2011-2113749,2011-08-30,747,162,1,Economy,4,0.5,85.0,-59.0,1711,True
109360,AZ-2012-4011569,2012-11-22,1033,304,3,Economy Plus,1,,25.0,8.0,1375,False
104969,AZ-2013-4345897,2013-06-02,38,470,3,Economy Plus,1,0.1,15.0,5.0,1320,True
110348,AZ-2012-9817190,2012-04-28,1330,195,3,Economy,5,,426.0,4.0,1956,True
105828,BN-2012-3616374,2012-10-30,253,706,1,Economy,3,0.1,148.0,41.0,1168,True
107006,AZ-2012-3913480,2012-07-11,442,597,3,Economy,7,,345.0,138.0,1213,False
104936,BN-2012-4750589,2012-12-03,28,308,3,Immediate,5,,57.0,,1408,False
104982,BN-2013-9278672,2013-09-20,43,207,1,Economy Plus,8,0.5,52.0,-17.0,1711,False
104822,AZ-2011-4159708,2011-04-28,12,351,3,Economy,1,,16.0,,1146,False
111270,AZ-2012-1214247,2012-09-27,1534,105,1,Priority,5,,56.0,13.0,1526,False
105941,AZ-2013-2312887,2013-04-16,263,277,3,Economy,5,,145.0,59.0,1413,False
106595,AZ-2014-2071548,2014-07-14,347,295,2,Priority,3,,574.0,144.0,1149,True
109393,AZ-2012-8144166,2012-11-24,1047,337,2,Economy,4,,1239.0,,1457,True
109303,BN-2012-723325,2012-09-26,1013,316,3,Economy,2,0.5,365.0,-124.0,1295,True
111764,AZ-2014-9141986,2014-08-08,1631,230,3,Economy Plus,3,0.1,128.0,4.0,1722,True
106227,BN-2013-2401973,2013-01-07,292,787,1,Economy,3,0.1,36.0,-3.0,1168,False
108737,AZ-2012-1264842,2012-09-19,872,521,1,Immediate,2,,297.0,133.0,1933,False
109131,AZ-2011-1735855,2011-10-11,984,750,1,Economy,2,,31.0,9.0,1536,True
105018,AZ-2014-3997418,2014-08-27,56,593,2,Economy,4,,54.0,15.0,1243,False
109234,AZ-2014-599049,2014-11-10,995,419,3,Economy Plus,2,,19.0,8.0,1918,False
110513,AZ-2012-2411878,2012-07-27,1368,117,3,Economy,2,0.1,255.0,45.0,1509,True
107535,AZ-2014-3762374,2014-07-11,582,185,1,Economy,8,,1023.0,123.0,1601,True
107742,AZ-2011-2141552,2011-10-31,619,443,2,Priority,3,,82.0,3.0,1777,False
109197,AZ-2013-2011529,2013-08-11,992,377,2,Economy Plus,3,,21.0,10.0,1181,False
105925,AZ-2014-6552559,2014-06-10,261,310,2,Priority,5,,138.0,11.0,1180,False
106501,AZ-2013-881740,2013-11-11,318,341,3,Immediate,2,,98.0,28.0,1469,True
108758,AZ-2012-4640221,2012-05-28,880,124,2,Priority,4,,1514.0,742.0,1996,True
112557,AZ-2013-4313910,2013-08-25,1770,579,3,Economy,2,,22.0,6.0,1582,False
105242,AZ-2014-6084917,2014-02-10,114,588,2,Economy,1,,6.0,1.0,1149,False
106151,AZ-2011-5353512,2011-11-15,284,537,1,Economy,2,,49.0,19.0,1098,False
112629,BN-2013-6837899,2013-06-13,1779,617,3,Economy,1,,49.0,5.0,1285,True
109997,BN-2012-1899005,2012-11-05,1235,508,2,Priority,4,0.6,86.0,-82.0,1409,False
110240,AZ-2014-3332040,2014-11-12,1299,122,3,Economy,4,,79.0,39.0,1997,True
105091,AZ-2012-1978129,2012-08-01,74,10,3,Economy,5,,257.0,31.0,1298,True
111783,AZ-2014-3247933,2014-05-29,1634,730,3,Economy,2,,101.0,32.0,1579,True
111884,BN-2011-5672017,2011-04-27,1645,148,3,Economy,5,,124.0,40.0,1901,True
108754,AZ-2013-6181166,2013-10-29,879,20,1,Economy Plus,4,,1519.0,182.0,1275,False
111083,AZ-2012-5862496,2012-07-24,1513,555,3,Economy,2,,33.0,6.0,1367,False
105470,BN-2013-2970866,2013-09-14,162,657,2,Economy,3,,33.0,10.0,1531,True
105006,BN-2013-3731561,2013-05-02,51,665,1,Priority,6,0.1,172.0,34.0,1168,True
109745,AZ-2014-4726682,2014-07-01,1165,334,3,Priority,2,,59.0,5.0,1856,True
107249,AZ-2014-795523,2014-04-02,505,444,3,Economy,9,0.1,1157.0,-13.0,1039,False
106258,AZ-2011-6674300,2011-01-04,295,657,3,Economy,3,,140.0,21.0,1201,True
105005,BN-2012-3566851,2012-03-16,51,379,3,Economy,1,,32.0,9.0,1241,True
104903,AZ-2013-1917836,2013-04-11,22,434,1,Economy,3,,27.0,6.0,1247,True
107072,AZ-2014-9229911,2014-06-21,450,206,3,Economy Plus,3,,22.0,8.0,1846,True
105916,AZ-2013-5864378,2013-06-04,261,475,3,Priority,6,,166.0,13.0,1582,True
111405,AZ-2014-8967305,2014-08-19,1563,662,2,Economy,5,,741.0,267.0,1915,True
110672,AZ-2012-9926323,2012-01-12,1387,153,2,Economy,2,,94.0,34.0,1329,False
106251,BN-2012-8860011,2012-08-14,294,444,3,Economy,6,,278.0,72.0,1863,False
108763,AZ-2013-2526896,2013-06-24,881,41,3,Economy,9,,3422.0,1061.0,1630,True
109578,AZ-2013-4525210,2013-05-28,1112,463,2,Economy Plus,5,,229.0,75.0,1788,False
105216,AZ-2014-8696751,2014-08-16,106,293,2,Economy,3,,33.0,13.0,1805,False
112535,AZ-2014-2995713,2014-08-12,1767,57,3,Economy Plus,8,,227.0,68.0,1677,True
107864,AZ-2014-8059227,2014-12-03,659,365,3,Economy,1,,116.0,22.0,1439,False
110843,AZ-2014-6660694,2014-08-02,1442,323,3,Economy,5,0.1,676.0,195.0,1112,True
106254,AZ-2011-1366554,2011-05-18,294,146,3,Immediate,11,,510.0,132.0,1902,False
108750,AZ-2014-2071834,2014-12-11,878,453,1,Immediate,6,0.5,1145.0,-687.0,1887,False
108121,AZ-2014-4346443,2014-10-13,712,78,3,Economy,9,0.1,218.0,31.0,1131,True
109454,AZ-2011-2847355,2011-08-25,1069,232,3,Immediate,5,,76.0,2.0,1967,False
111062,AZ-2011-7162549,2011-06-22,1507,490,3,Economy,1,,31.0,13.0,1420,True
112166,AZ-2014-3625320,2014-10-28,1710,446,2,Economy,4,,65.0,11.0,1556,True
105387,AZ-2014-8611062,2014-12-13,150,375,3,Economy Plus,3,0.2,1622.0,248.0,1189,False
109985,BN-2012-5394527,2012-08-14,1230,294,3,Economy,2,,97.0,24.0,1408,True
110459,AZ-2014-3967797,2014-02-28,1363,769,3,Economy,5,0.1,110.0,-12.0,1992,True
111734,AZ-2011-5526022,2011-08-11,1628,566,3,Economy Plus,1,0.1,44.0,1.0,1245,True
106717,AZ-2012-7631532,2012-08-24,381,450,2,Economy,3,,371.0,41.0,1728,True
108948,AZ-2014-4983887,2014-12-08,943,215,3,Economy,2,0.1,1022.0,-23.0,1377,True
110991,AZ-2014-8128242,2014-05-28,1483,530,3,Economy Plus,1,,40.0,18.0,1686,True
111474,AZ-2012-1472059,2012-06-21,1581,416,1,Economy,1,,120.0,7.0,1931,False
107540,AZ-2013-2853568,2013-07-23,583,82,3,Economy,5,,642.0,276.0,1469,True
111026,AZ-2014-6453341,2014-12-17,1496,460,3,Economy,2,,220.0,40.0,1387,False
105907,BN-2012-1069240,2012-03-22,260,514,3,Economy,1,,27.0,7.0,1614,True
108032,BN-2012-3932885,2012-10-05,704,232,3,Economy,3,,60.0,3.0,1590,False
107659,BN-2012-5195866,2012-08-15,601,561,3,Priority,6,0.2,265.0,26.0,1265,True
109256,AZ-2011-816625,2011-11-08,1000,176,3,Immediate,6,0.1,769.0,299.0,1375,True
109169,AZ-2013-6408423,2013-09-11,989,389,2,Priority,1,,52.0,9.0,1331,True
111963,AZ-2013-7006119,2013-06-17,1653,385,1,Economy Plus,2,,91.0,15.0,1682,True
106228,AZ-2011-7024596,2011-03-21,292,215,3,Economy,2,,26.0,,1078,True
104931,BN-2011-8948847,2011-12-21,28,164,1,Economy Plus,1,0.5,6.0,-6.0,1711,True
109349,AZ-2014-6147970,2014-01-20,1027,225,3,Economy,3,,139.0,14.0,1254,False
110171,BN-2011-7963759,2011-08-24,1283,2,2,Economy,4,0.6,744.0,-353.0,1021,False
105136,AZ-2011-7479897,2011-11-03,85,76,3,Economy,9,,181.0,36.0,1336,True
105220,AZ-2012-3630447,2012-11-13,108,95,3,Priority,2,,26.0,1.0,1824,False
110720,AZ-2013-696326,2013-11-22,1402,249,3,Priority,1,,52.0,19.0,1439,True
110471,AZ-2014-9494759,2014-12-10,1365,376,3,Economy,3,0.1,62.0,1.0,1280,True
112576,AZ-2014-1043314,2014-06-03,1773,271,3,Economy,2,,29.0,1.0,1439,False
109696,BN-2014-1278253,2014-12-02,1151,752,2,Economy,9,0.5,122.0,-66.0,1971,False
