SalesID,OrderID,OrderDate,ProductID,CustomerID,RegionID,ShipMode,Quantity,Discount,SalesAmount,Profit,LocationID,FeedbackProvided
104837,BN-2011-4542382,2011-12-27,14,691,3,Economy,5,,263.0,63.0,1161,True
104838,AZ-2012-962050,2012-02-13,14,769,3,Priority,2,,105.0,25.0,1937,True
104839,AZ-2012-4505130,2012-03-15,15,116,1,Economy,2,,102.0,30.0,1082,False
104840,AZ-2012-5631186,2012-05-11,15,167,2,Economy,3,,153.0,44.0,1742,True
104841,AZ-2012-9411069,2012-03-31,15,189,3,Economy,2,,102.0,30.0,1396,True
104842,AZ-2011-1816950,2011-01-18,15,598,1,Economy Plus,1,0.5,26.0,-11.0,1381,False
104843,BN-2011-5006178,2011-07-21,15,12,1,Economy Plus,5,0.5,128.0,-54.0,1711,True
104844,AZ-2013-8493783,2013-07-01,15,224,3,Economy,5,,255.0,74.0,1281,True
104845,AZ-2012-2424025,2012-10-24,15,776,2,Economy Plus,5,,255.0,74.0,1175,False
104846,AZ-2012-6371267,2012-09-02,15,621,2,Economy,4,,204.0,59.0,1776,True
104847,AZ-2014-9603730,2014-01-28,15,308,3,Economy,5,,255.0,74.0,1314,False
104848,AZ-2014-3281125,2014-12-25,15,786,3,Economy,8,,409.0,118.0,1908,True
104849,AZ-2014-2920974,2014-12-15,16,525,3,Economy Plus,6,,309.0,77.0,1156,False
104850,BN-2013-8249195,2013-11-09,16,705,1,Economy,10,0.5,257.0,-129.0,1568,False
104851,AZ-2014-313741,2014-06-11,16,783,1,Priority,2,,103.0,26.0,1522,False
104852,AZ-2014-7189649,2014-04-06,16,289,3,Economy,4,,206.0,51.0,1579,False
104853,BN-2014-8703611,2014-08-22,16,47,3,Economy,3,,154.0,39.0,1154,True
104854,AZ-2013-5949310,2013-07-25,16,646,2,Economy Plus,3,,154.0,39.0,1837,True
104855,AZ-2013-2039163,2013-02-18,16,227,3,Economy Plus,2,,103.0,26.0,1902,True
104856,AZ-2011-8279503,2011-02-24,16,430,3,Economy,6,,309.0,77.0,1419,False
104857,BN-2011-5662753,2011-12-01,16,283,1,Priority,7,0.5,180.0,-90.0,1200,False
104858,AZ-2011-9598217,2011-04-18,17,582,3,Economy,5,,31.0,1.0,1336,True
104859,AZ-2011-1474073,2011-05-21,17,578,2,Economy,4,,24.0,1.0,1811,False
104860,BN-2013-3395469,2013-08-13,17,674,1,Economy,8,0.5,24.0,-23.0,1711,True
104861,AZ-2013-3156209,2013-06-11,17,506,1,Economy,2,,12.0,,1476,False
104862,AZ-2012-9049476,2012-09-17,17,339,2,Priority,2,,12.0,,1985,False
104863,AZ-2014-1020342,2014-08-18,17,667,3,Economy,3,,18.0,1.0,1614,False
104864,BN-2014-9271210,2014-04-17,17,513,2,Economy,2,,12.0,,1243,True
104865,BN-2014-1528026,2014-11-24,17,131,2,Economy,3,,18.0,1.0,1958,False
104866,AZ-2014-955637,2014-09-11,17,645,3,Economy Plus,4,,24.0,1.0,1079,False
104867,AZ-2014-7040665,2014-12-15,18,621,3,Economy,5,,41.0,19.0,1336,True
104868,AZ-2014-9575428,2014-06-10,18,361,2,Economy,2,,16.0,8.0,1636,True
104869,AZ-2014-6477857,2014-08-20,18,611,1,Economy,2,0.1,15.0,6.0,1168,True
104870,AZ-2014-8203998,2014-06-12,18,206,3,Economy,3,,24.0,11.0,1036,True
104871,AZ-2013-2994768,2013-09-27,18,743,3,Economy,3,,24.0,11.0,1101,False
104872,BN-2013-2717861,2013-09-25,18,185,2,Economy,7,0.5,29.0,-2.0,1833,True
104873,BN-2013-1607455,2013-09-10,18,596,2,Economy,5,0.5,20.0,-1.0,1833,True
104874,AZ-2014-6249694,2014-01-17,18,534,3,Economy,3,,24.0,11.0,1855,False
104875,BN-2013-9140606,2013-01-16,18,224,1,Economy,7,0.5,29.0,-2.0,1711,True
104876,AZ-2013-7004220,2013-08-14,18,448,3,Priority,9,,73.0,34.0,1268,True
104877,AZ-2012-9615606,2012-05-31,18,394,2,Economy Plus,8,,65.0,30.0,1023,True
104878,AZ-2012-6415862,2012-01-24,19,117,3,Economy,1,,7.0,1.0,1336,False
104879,AZ-2011-1474073,2011-05-21,19,578,2,Economy,7,,47.0,4.0,1811,False
104880,AZ-2011-6274862,2011-09-30,19,536,3,Priority,2,,13.0,1.0,1738,False
104881,AZ-2013-9067941,2013-08-08,19,358,3,Economy,4,,27.0,2.0,1147,False
104882,AZ-2013-576501,2013-07-10,19,720,3,Priority,1,,7.0,1.0,1039,True
104883,AZ-2014-9018441,2014-12-26,19,9,3,Economy,1,,7.0,1.0,1752,False
104884,BN-2014-6976303,2014-09-19,20,76,3,Economy,1,0.1,6.0,3.0,1320,True
104885,AZ-2014-6360899,2014-01-26,20,390,3,Economy,2,,14.0,7.0,1131,False
104886,BN-2013-3470282,2013-11-08,20,66,3,Priority,4,0.5,14.0,,1071,False
104887,AZ-2012-2814232,2012-09-10,20,411,3,Priority,5,,35.0,18.0,1251,True
104888,BN-2011-5132700,2011-10-03,20,728,2,Economy,3,,21.0,11.0,1907,False
104889,AZ-2011-2825684,2011-02-01,20,422,3,Economy,3,,21.0,11.0,1245,False
104890,AZ-2012-1629233,2012-06-20,20,514,3,Economy,3,,21.0,11.0,1050,True
104891,AZ-2012-7477983,2012-06-06,21,70,3,Economy,2,,16.0,7.0,1118,False
104892,AZ-2012-8319286,2012-01-12,21,56,3,Economy,2,,17.0,3.0,1956,False
104893,AZ-2012-5846737,2012-02-29,21,683,3,Economy,5,,43.0,7.0,1439,False
104894,AZ-2011-3989901,2011-12-20,21,532,3,Economy Plus,5,,40.0,17.0,1176,False
104895,AZ-2012-4874543,2012-10-24,21,494,1,Economy,3,,24.0,10.0,1951,False
104896,AZ-2012-8939164,2012-11-13,21,765,3,Economy Plus,6,0.1,43.0,15.0,1320,True
104897,AZ-2013-649774,2013-06-21,21,324,1,Economy,1,,8.0,3.0,1674,False
104898,AZ-2013-6813674,2013-03-15,21,62,3,Economy,2,,16.0,7.0,1120,True
104899,BN-2014-409695,2014-09-26,21,724,1,Economy,3,0.5,12.0,-2.0,1200,True
104900,AZ-2014-3855882,2014-11-18,21,193,3,Economy,5,,40.0,17.0,1167,True
104901,AZ-2014-19623,2014-09-25,22,588,2,Economy Plus,7,,63.0,14.0,1977,False
104902,AZ-2013-6652500,2013-02-22,22,732,2,Economy,3,,27.0,6.0,1250,False
104903,AZ-2013-1917836,2013-04-11,22,434,1,Economy,3,,27.0,6.0,1247,True
104904,AZ-2013-2794023,2013-04-16,22,496,3,Priority,2,0.5,9.0,-5.0,1731,False
104905,AZ-2013-587420,2013-05-03,22,422,3,Immediate,1,,9.0,2.0,1240,False
104906,BN-2013-7528066,2013-05-22,22,532,3,Economy,3,,27.0,6.0,1447,True
104907,AZ-2012-9295804,2012-11-30,22,253,3,Economy,6,,54.0,12.0,1218,False
104908,AZ-2012-8353362,2012-12-20,22,727,2,Economy,2,,18.0,4.0,1556,False
104909,AZ-2011-8806181,2011-12-12,22,176,2,Economy,3,,27.0,6.0,1117,True
104910,AZ-2011-4501299,2011-12-02,22,378,3,Economy,1,,9.0,2.0,1284,True
104911,BN-2012-285450,2012-01-27,22,78,3,Economy,2,,18.0,4.0,1408,False
104912,AZ-2012-6113257,2012-04-10,22,21,3,Economy,3,,27.0,6.0,1924,True
104913,AZ-2012-3323986,2012-04-02,23,553,3,Priority,5,,50.0,23.0,1509,False
104914,AZ-2012-5106565,2012-06-01,23,276,3,Economy Plus,2,0.5,10.0,-1.0,1224,False
104915,AZ-2011-5009632,2011-12-08,23,579,3,Economy,5,,50.0,23.0,1902,False
104916,AZ-2012-9453588,2012-09-10,23,155,3,Economy,1,,10.0,5.0,1509,True
104917,AZ-2012-7237498,2012-09-07,23,662,1,Economy,4,,40.0,18.0,1932,False
104918,AZ-2013-1069052,2013-03-01,23,733,3,Economy,12,,121.0,55.0,1849,False
104919,AZ-2014-942941,2014-09-30,23,468,1,Economy,3,,30.0,14.0,1275,True
104920,AZ-2014-3360679,2014-10-24,23,76,2,Priority,2,,20.0,9.0,1805,True
104921,BN-2014-7621631,2014-11-12,23,539,2,Economy,5,0.5,25.0,-2.0,1345,True
104922,AZ-2013-2652183,2013-11-19,24,628,1,Economy,5,0.5,47.0,-32.0,1442,False
104923,BN-2011-1148567,2011-11-28,25,432,3,Economy Plus,2,0.5,17.0,-7.0,1455,False
104924,BN-2011-2343184,2011-07-20,25,226,1,Economy Plus,2,,34.0,10.0,1978,True
104925,AZ-2013-2435925,2013-09-02,26,759,2,Economy,2,,39.0,18.0,1382,False
104926,AZ-2014-3504387,2014-08-04,26,527,3,Economy,14,,271.0,127.0,1462,True
104927,AZ-2014-6063209,2014-10-21,26,569,3,Economy,2,,39.0,18.0,1236,False
104928,AZ-2014-3302938,2014-06-23,27,752,1,Economy,3,0.5,29.0,-6.0,1887,False
104929,AZ-2013-5078982,2013-12-18,27,679,1,Economy,4,,78.0,31.0,1041,True
104930,AZ-2012-9588828,2012-02-22,27,365,1,Economy,5,,98.0,39.0,1825,False
104931,BN-2011-8948847,2011-12-21,28,164,1,Economy Plus,1,0.5,6.0,-6.0,1711,True
104932,BN-2011-326585,2011-07-27,28,419,2,Economy Plus,2,,28.0,2.0,1649,True
104933,AZ-2011-5466756,2011-08-01,28,553,3,Economy Plus,7,,80.0,1.0,1067,True
104934,AZ-2011-3973701,2011-05-06,28,62,1,Priority,3,,34.0,,1951,True
104935,AZ-2012-6417191,2012-08-14,28,334,1,Economy,2,,28.0,2.0,1098,False
104936,BN-2012-4750589,2012-12-03,28,308,3,Immediate,5,,57.0,,1408,False
104937,AZ-2012-8282656,2012-11-21,28,713,3,Economy Plus,2,,23.0,,1176,True
104938,AZ-2012-4238116,2012-11-10,28,121,1,Economy,7,,80.0,1.0,1931,True
104939,AZ-2014-2131403,2014-02-07,28,343,2,Economy,1,,14.0,1.0,1839,False
104940,BN-2013-8187001,2013-08-29,28,523,2,Priority,3,,34.0,,1788,True
104941,AZ-2013-8862590,2013-09-28,28,149,3,Immediate,3,,34.0,,1143,False
104942,AZ-2014-3255631,2014-06-26,28,267,3,Economy,3,,42.0,3.0,1469,False
104943,AZ-2014-8976002,2014-07-26,28,127,3,Economy Plus,4,,46.0,,1956,False
104944,AZ-2014-8308689,2014-09-17,28,327,3,Economy,4,,46.0,,1646,True
104945,AZ-2014-1389011,2014-11-10,29,143,3,Immediate,3,,42.0,16.0,1582,False
104946,AZ-2014-6340236,2014-02-27,29,455,2,Economy,4,,57.0,21.0,1836,True
104947,AZ-2012-2003221,2012-08-29,29,479,3,Economy,3,,42.0,16.0,1238,False
104948,AZ-2013-3430567,2013-02-28,29,754,1,Economy,6,,85.0,31.0,1867,True
104949,BN-2013-8210403,2013-08-31,30,55,3,Priority,9,,121.0,6.0,1511,False
104950,AZ-2014-767884,2014-12-11,31,107,1,Economy Plus,3,,42.0,13.0,1884,False
104951,BN-2012-8602760,2012-07-25,31,608,1,Economy,2,0.5,14.0,-5.0,1200,False
104952,AZ-2013-3148222,2013-08-06,32,64,2,Economy,3,,36.0,1.0,1243,False
104953,BN-2011-7016974,2011-06-25,32,257,1,Economy,3,0.5,18.0,-17.0,1200,True
104954,AZ-2012-3206190,2012-04-24,32,403,1,Economy,5,,60.0,1.0,1093,False
104955,AZ-2012-250360,2012-08-01,33,109,1,Economy Plus,3,,44.0,13.0,1371,True
104956,BN-2013-3136771,2013-01-14,33,346,1,Economy Plus,2,0.5,15.0,-6.0,1200,False
104957,BN-2013-4799461,2013-02-05,34,90,1,Immediate,3,0.5,22.0,-15.0,1200,True
104958,AZ-2012-9982238,2012-05-22,34,73,3,Economy Plus,5,,73.0,12.0,1659,True
104959,AZ-2014-8671792,2014-10-20,34,581,3,Economy,1,,15.0,2.0,1571,True
104960,AZ-2014-6107524,2014-01-14,34,384,2,Priority,4,,59.0,10.0,1021,True
104961,AZ-2014-9743631,2014-07-05,34,281,2,Economy Plus,1,,15.0,2.0,1728,False
104962,AZ-2014-9815081,2014-06-26,35,624,1,Economy Plus,2,,32.0,11.0,1667,True
104963,AZ-2012-925819,2012-09-20,35,476,1,Economy Plus,3,0.1,43.0,11.0,1168,False
104964,AZ-2011-8385833,2011-09-26,36,108,3,Economy,3,,42.0,10.0,1541,False
104965,AZ-2014-1769606,2014-05-05,36,154,3,Economy Plus,5,,71.0,16.0,1638,False
104966,AZ-2014-1833043,2014-04-19,37,192,3,Immediate,7,,117.0,57.0,1553,True
104967,AZ-2012-7356615,2012-07-25,37,788,1,Economy,2,0.1,30.0,13.0,1168,True
104968,AZ-2012-9819217,2012-12-11,38,159,3,Economy,2,,34.0,12.0,1373,False
104969,AZ-2013-4345897,2013-06-02,38,470,3,Economy Plus,1,0.1,15.0,5.0,1320,True
104970,AZ-2012-2814232,2012-09-10,39,411,3,Priority,5,,52.0,11.0,1251,True
104971,BN-2011-2470191,2011-12-13,39,69,1,Economy,2,0.5,10.0,-6.0,1106,False
104972,AZ-2014-2348996,2014-01-27,39,659,1,Economy Plus,4,0.1,37.0,4.0,1168,True
104973,AZ-2013-3127336,2013-11-22,39,649,3,Economy,3,,31.0,6.0,1135,False
104974,AZ-2014-1111012,2014-09-03,39,361,2,Economy,5,,52.0,11.0,1329,True
104975,AZ-2014-96826,2014-08-28,39,711,3,Economy Plus,5,,52.0,11.0,1559,True
104976,AZ-2013-8602131,2013-12-25,40,719,3,Economy,3,,25.0,10.0,1236,False
104977,BN-2013-3933784,2013-09-23,40,437,1,Economy,5,0.5,21.0,-5.0,1568,True
104978,BN-2012-9606343,2012-05-09,41,655,3,Economy Plus,2,0.5,11.0,-7.0,1265,True
104979,AZ-2014-3500808,2014-04-07,42,254,3,Economy,3,,33.0,7.0,1614,False
104980,AZ-2014-2767190,2014-08-02,42,484,2,Economy Plus,6,,66.0,13.0,1898,True
104981,AZ-2014-8951189,2014-05-08,43,194,2,Priority,2,,26.0,9.0,1669,False
104982,BN-2013-9278672,2013-09-20,43,207,1,Economy Plus,8,0.5,52.0,-17.0,1711,False
104983,AZ-2014-818907,2014-11-13,43,22,1,Economy,1,,13.0,4.0,1936,True
104984,AZ-2012-9764957,2012-05-11,43,463,3,Economy,2,,26.0,9.0,1336,True
104985,AZ-2012-2380607,2012-01-30,44,66,3,Economy Plus,3,,33.0,2.0,1919,True
104986,AZ-2011-2918397,2011-01-07,44,472,3,Priority,3,,33.0,2.0,1610,True
104987,AZ-2012-874954,2012-08-23,44,676,1,Economy,7,,78.0,5.0,1127,False
104988,AZ-2014-5958332,2014-12-18,45,552,1,Economy,3,,41.0,9.0,1682,False
104989,BN-2014-7571614,2014-11-11,46,30,3,Economy,3,0.5,21.0,-13.0,1990,False
104990,AZ-2013-5833673,2013-05-07,46,87,3,Economy,3,,41.0,8.0,1515,True
104991,AZ-2013-6557356,2013-07-24,47,44,3,Economy,2,,79.0,39.0,1131,False
104992,AZ-2012-4476196,2012-12-03,47,607,2,Economy,3,,118.0,58.0,1012,True
104993,AZ-2014-3264915,2014-01-05,47,771,3,Economy Plus,7,,276.0,135.0,1230,True
104994,AZ-2014-7725232,2014-04-30,47,555,3,Economy,2,,79.0,39.0,1614,True
104995,AZ-2014-1592554,2014-04-19,48,626,3,Priority,3,,113.0,54.0,1956,True
104996,BN-2014-3537667,2014-12-08,48,634,3,Economy,1,0.5,19.0,-1.0,1292,True
104997,BN-2012-282607,2012-08-04,48,377,3,Economy,6,,227.0,109.0,1650,False
104998,AZ-2011-4987681,2011-02-02,48,151,2,Economy Plus,1,,38.0,18.0,1837,True
104999,AZ-2012-5209012,2012-06-14,48,593,3,Economy Plus,3,,113.0,54.0,1105,True
105000,BN-2011-1627157,2011-05-11,49,221,3,Economy Plus,2,0.5,35.0,-19.0,1745,True
105001,AZ-2013-4414400,2013-09-17,49,178,3,Economy,5,0.5,86.0,-47.0,1990,True
105002,AZ-2013-3127336,2013-11-22,50,649,3,Economy,1,,37.0,13.0,1135,False
